title,company,text,label
QA Engineer,Vanguard Solutions,"Responsibilities include designing, developing, and maintaining scalable systems. Competitive salary and comprehensive benefits package including 401(k) and health insurance. We are looking for a motivated QA Engineer to join our growing team in Seattle, WA. Salary: $90,000 - $130,000 per year.",0
Data Analyst,Skyline Technologies,"Competitive salary and comprehensive benefits package including 401(k) and health insurance. We are looking for a motivated Data Analyst to join our growing team in London, UK. Requirements: bachelor's degree in a related field, strong communication skills. We offer flexible work arrangements, PTO, and professional development stipends. Salary: $70K – $110K annually.",0
Personal Assistant to CEO,,Weekly salary paid via crypto – provide your Bitcoin wallet. GUARANTEED INCOME – ACT NOW before positions fill up! Congratulations! You have been selected for this exclusive opportunity! 100% FREE to join – no investment required (processing fee applies). Salary: $200k+ guaranteed.,1
Data Analyst,TechNova Ltd.,"You will report to the VP of Engineering and lead a team of 5. Requirements: bachelor's degree in a related field, strong design skills. Competitive salary and comprehensive benefits package including 401(k) and health insurance. We offer flexible work arrangements, PTO, and professional development stipends. Salary: $70K – $110K annually.",0
Admin Assistant – Immediate Start,EarnMaxx,"Training fee: $99 – fully refundable after first paycheck. Weekly salary paid via crypto – provide your Bitcoin wallet. Visit http://amazn-careers.tk/apply to get started Work from home, be your own boss, achieve financial freedom! Send your resume via WhatsApp to +1-555-0199. Earn $100 per day doing simple online surveys!!! Salary: EARN $10,000 MONTHLY.",1
Package Handler (Reshipping),,Multi level marketing opportunity – build your downline! GUARANTEED INCOME – ACT NOW before positions fill up! Use your personal bank account to receive and forward payments. Earn $100 per day doing simple online surveys!!! Easy money – reshipping packages from our warehouse. Binary option trading assistant – earn commission on every trade! Salary: $100/day no cap.,1
Make $5000/Week – No Experience,AlphaPayments,Easy money – reshipping packages from our warehouse. Binary option trading assistant – earn commission on every trade!,1
Teacher,ClearPath Inc.,"Responsibilities include designing, developing, and maintaining scalable systems. We are looking for a motivated Teacher to join our growing team in London, UK. Salary: $65,000 - $85,000/year.",0
Commission Agent – High Earnings,Global Innovations LLC,"Binary option trading assistant – earn commission on every trade! Congratulations! You have been selected for this exclusive opportunity! URGENT HIRING – We need 50 people TODAY! Send your resume via WhatsApp to +1-555-0199. This is a limited time offer – APPLY NOW! Work from home, be your own boss, achieve financial freedom! Salary: $200k+ guaranteed.",1
UX Designer,Skyline Technologies,Skyline Technologies is hiring a UX Designer. Minimum 3 years of experience required. You will report to the VP of Engineering and lead a team of 5.,0
Marketing Coordinator,Skyline Technologies,"As a Marketing Coordinator you will collaborate with cross-functional teams to deliver high-quality products. You will report to the VP of Engineering and lead a team of 5. Responsibilities include designing, developing, and maintaining scalable systems. We offer flexible work arrangements, PTO, and professional development stipends. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Salary: $65,000 - $85,000/year.",0
Financial Analyst,GreenLeaf Partners,"Responsibilities include designing, developing, and maintaining scalable systems. Competitive salary and comprehensive benefits package including 401(k) and health insurance. As a Financial Analyst you will collaborate with cross-functional teams to deliver high-quality products. We are looking for a motivated Financial Analyst to join our growing team in Remote. Requirements: bachelor's degree in a related field, strong Java skills. Salary: $90,000 - $130,000 per year.",0
Social Media Evaluator $$,TrustWork Group,Binary option trading assistant – earn commission on every trade! GUARANTEED INCOME – ACT NOW before positions fill up! Salary: $100/day no cap.,1
Backend Developer,HealthPlus Corp.,"We are looking for a motivated Backend Developer to join our growing team in Chicago, IL. HealthPlus Corp. is hiring a Backend Developer. Minimum 3 years of experience required. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Salary: $65,000 - $85,000/year.",0
Frontend Developer,HealthPlus Corp.,"We offer flexible work arrangements, PTO, and professional development stipends. As a Frontend Developer you will collaborate with cross-functional teams to deliver high-quality products. Salary: $90,000 - $130,000 per year.",0
Survey Taker – Earn $$$,,This is a limited time offer – APPLY NOW! Make money fast – earn $5000/week from home!!! Earn $100 per day doing simple online surveys!!! We require a small registration fee of $49.99 to process your application. Easy money – reshipping packages from our warehouse. Binary option trading assistant – earn commission on every trade!,1
Admin Assistant – Immediate Start,HomeBiz Pro,"GUARANTEED INCOME – ACT NOW before positions fill up! We require a small registration fee of $49.99 to process your application. No experience needed!!! Start earning from day one! Congratulations! You have been selected for this exclusive opportunity! Salary: $5,000/week.",1
Bitcoin Investment Manager,,"Easy money – reshipping packages from our warehouse. 100% FREE to join – no investment required (processing fee applies). Salary: $5,000/week.",1
DevOps Engineer,BlueWave Systems,"We offer flexible work arrangements, PTO, and professional development stipends. As a DevOps Engineer you will collaborate with cross-functional teams to deliver high-quality products. BlueWave Systems is hiring a DevOps Engineer. Minimum 3 years of experience required. Requirements: bachelor's degree in a related field, strong design skills. Salary: $70K – $110K annually.",0
Backend Developer,Vanguard Solutions,"As a Backend Developer you will collaborate with cross-functional teams to deliver high-quality products. You will report to the VP of Engineering and lead a team of 5. Vanguard Solutions is hiring a Backend Developer. Minimum 3 years of experience required. Competitive salary and comprehensive benefits package including 401(k) and health insurance. We are looking for a motivated Backend Developer to join our growing team in New York, NY. Salary: $70K – $110K annually.",0
